"union_id","union_name_en","union_name_bn","union_website","upazila_id","upazila_name_en","upazila_name_bn","upazila_website","district_id","district_name_en","district_name_bn","district_latitude","district_longitude","district_website","division_id","division_name_en","division_name_bn","division_website"
"265","Chapartala","চাপৈরতলা","chapartalaup.brahmanbaria.gov.bd","26","Nasirnagar","নাসিরনগর","nasirnagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"266","Dharnondol","ধরমন্ডল","dharnondolup.brahmanbaria.gov.bd","26","Nasirnagar","নাসিরনগর","nasirnagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"267","Haripur","হরিপুর","haripurup.brahmanbaria.gov.bd","26","Nasirnagar","নাসিরনগর","nasirnagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"268","Purbabhag","পূর্বভাগ","purbabhagup.brahmanbaria.gov.bd","26","Nasirnagar","নাসিরনগর","nasirnagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"269","Gokarna","গোকর্ণ","gokarnaup.brahmanbaria.gov.bd","26","Nasirnagar","নাসিরনগর","nasirnagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"270","Auraol","অরুয়াইল","auraolup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"271","Pakshimuul","পাকশিমুল","pakshimuulup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"272","Chunta","চুন্টা","chuntaup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"273","Kalikaccha","কালীকচ্ছ","kalikacchaup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"274","Panishor","পানিশ্বর","panishorup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"275","Sarail","সরাইল সদর","sarailup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"276","Noagoun","নোয়াগাঁও","noagounup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"277","Shahajadapur","শাহজাদাপুর","shahajadapurup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"278","Shahbazpur","শাহবাজপুর","shahbazpurup.brahmanbaria.gov.bd","27","Sarail","সরাইল","sarail.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"279","Ashuganj","আশুগঞ্জ সদর","ashuganjup.brahmanbaria.gov.bd","28","Ashuganj","আশুগঞ্জ","ashuganj.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"280","Charchartala","চরচারতলা","charchartalaup.brahmanbaria.gov.bd","28","Ashuganj","আশুগঞ্জ","ashuganj.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"281","Durgapur","দুর্গাপুর","durgapurup.brahmanbaria.gov.bd","28","Ashuganj","আশুগঞ্জ","ashuganj.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"282","Araishidha","আড়াইসিধা","araishidhaup.brahmanbaria.gov.bd","28","Ashuganj","আশুগঞ্জ","ashuganj.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"283","Talshaharw","তালশহর(পঃ)","talshaharwup.brahmanbaria.gov.bd","28","Ashuganj","আশুগঞ্জ","ashuganj.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"284","Sarifpur","শরীফপুর","sarifpurup.brahmanbaria.gov.bd","28","Ashuganj","আশুগঞ্জ","ashuganj.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"285","Lalpur","লালপুর","lalpurup.brahmanbaria.gov.bd","28","Ashuganj","আশুগঞ্জ","ashuganj.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"286","Tarua","তারুয়া","taruaup.brahmanbaria.gov.bd","28","Ashuganj","আশুগঞ্জ","ashuganj.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"287","Monionda","মনিয়ন্দ","moniondaup.brahmanbaria.gov.bd","29","Akhaura","আখাউড়া","akhaura.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"288","Dharkhar","ধরখার","dharkharup.brahmanbaria.gov.bd","29","Akhaura","আখাউড়া","akhaura.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"289","Mogra","মোগড়া","mograup.brahmanbaria.gov.bd","29","Akhaura","আখাউড়া","akhaura.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"290","Akhauran","আখাউড়া (উঃ)","akhauranup.brahmanbaria.gov.bd","29","Akhaura","আখাউড়া","akhaura.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"291","Akhauras","আখাউড়া (দঃ)","akhaurasup.brahmanbaria.gov.bd","29","Akhaura","আখাউড়া","akhaura.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"292","Barail","বড়াইল","barailup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"293","Birgaon","বীরগাঁও","birgaonup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"294","Krishnanagar","কৃষ্ণনগর","krishnanagarup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"295","Nathghar","নাটঘর","nathgharup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"296","Biddayakut","বিদ্যাকুট","biddayakutup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"297","Nabinagare","নবীনগর (পূর্ব)","nabinagareup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"298","Nabinagarw","নবীনগর(পশ্চিম)","nabinagarwup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"299","Bitghar","বিটঘর","bitgharup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"300","Shibpur","শিবপুর","shibpurup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"301","Sreerampur","শ্রীরামপুর","sreerampurup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"302","Jinudpur","জিনোদপুর","jinudpurup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"303","Laurfatehpur","লাউরফতেপুর","laurfatehpurup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"304","Ibrahimpur","ইব্রাহিমপুর","ibrahimpurup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"305","Satmura","সাতমোড়া","satmuraup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"306","Shamogram","শ্যামগ্রাম","shamogramup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"307","Rasullabad","রসুল্লাবাদ","rasullabadup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"308","Barikandi","বড়িকান্দি","barikandiup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"309","Salimganj","ছলিমগঞ্জ","salimganjup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"310","Ratanpur","রতনপুর","ratanpurup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"311","Kaitala (North)","কাইতলা (উত্তর)","kaitalanup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"312","Kaitala (South)","কাইতলা (দক্ষিন)","kaitalasup.brahmanbaria.gov.bd","30","Nabinagar","নবীনগর","nabinagar.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"313","Tazkhali","তেজখালী","tazkhaliup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"314","Pahariya Kandi","পাহাড়িয়া কান্দি","pahariyakandiup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"315","Dariadulat","দরিয়াদৌলত","dariadulatup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"316","Sonarampur","সোনারামপুর","sonarampurup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"317","Darikandi","দড়িকান্দি","darikandiup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"318","Saifullyakandi","ছয়ফুল্লাকান্দি","saifullyakandiup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"319","Bancharampur","বাঞ্ছারামপুর","bancharampurup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"320","Ayabpur","আইয়ুবপুর","ayabpurup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"321","Fardabad","ফরদাবাদ","fardabadup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"322","Rupushdi","রুপসদী পশ্চিম","rupushdiup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"323","Salimabad","ছলিমাবাদ","salimabadup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"324","Ujanchar","উজানচর পূর্ব","ujancharup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"325","Manikpur","মানিকপুর","manikpurup.brahmanbaria.gov.bd","31","Bancharampur","বাঞ্ছারামপুর","bancharampur.brahmanbaria.gov.bd","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"326","Bhudanty","বুধন্তি","bhudantyup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"327","Chandura","চান্দুরা","chanduraup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"328","Ichapura","ইছাপুরা","ichapuraup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"329","Champaknagar","চম্পকনগর","champaknagarup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"330","Harashpur","হরষপুর","harashpurup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"331","Pattan","পত্তন","pattanup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"332","Singerbil","সিংগারবিল","singerbilup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"333","Bishupor","বিষ্ণুপুর","bishuporup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"334","Charislampur","চর-ইসলামপুর","charislampurup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"335","Paharpur","পাহাড়পুর","paharpurup.brahmanbaria.gov.bd","32","Bijoynagar","বিজয়নগর","bijoynagar.brahmanbaria.gov.bd    ","3","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"336","Jibtali","জীবতলি","jibtaliup.rangamati.gov.bd","33","Rangamati Sadar","রাঙ্গামাটি সদর","sadar.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"337","Sapchari","সাপছড়ি","sapchariup.rangamati.gov.bd","33","Rangamati Sadar","রাঙ্গামাটি সদর","sadar.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"338","Kutukchari","কুতুকছড়ি","kutukchariup.rangamati.gov.bd","33","Rangamati Sadar","রাঙ্গামাটি সদর","sadar.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"339","Bandukbhanga","বন্দুকভাঙ্গা","bandukbhangaup.rangamati.gov.bd","33","Rangamati Sadar","রাঙ্গামাটি সদর","sadar.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"340","Balukhali","বালুখালী","balukhaliup.rangamati.gov.bd","33","Rangamati Sadar","রাঙ্গামাটি সদর","sadar.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"341","Mogban","মগবান","mogbanup.rangamati.gov.bd","33","Rangamati Sadar","রাঙ্গামাটি সদর","sadar.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"342","Raikhali","রাইখালী","raikhaliup.rangamati.gov.bd","34","Kaptai","কাপ্তাই","kaptai.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"343","Kaptai","কাপ্তাই","kaptaiup.rangamati.gov.bd","34","Kaptai","কাপ্তাই","kaptai.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"344","Wagga","ওয়াজ্ঞা","waggaup.rangamati.gov.bd","34","Kaptai","কাপ্তাই","kaptai.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"345","Chandraghona","চন্দ্রঘোনা","chandraghonaup.rangamati.gov.bd","34","Kaptai","কাপ্তাই","kaptai.rangamati.gov.bd","4","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
