"union_id","union_name_en","union_name_bn","union_website","upazila_id","upazila_name_en","upazila_name_bn","upazila_website","district_id","district_name_en","district_name_bn","district_latitude","district_longitude","district_website","division_id","division_name_en","division_name_bn","division_website"
"1","Subil","সুবিল","subilup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"2","North Gunaighor","উত্তর গুনাইঘর","gunaighornorthup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"3","South Gunaighor","দক্ষিণ গুনাইঘর","gunaighorsouth.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"4","Boroshalghor","বড়শালঘর","boroshalghorup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"5","Rajameher","রাজামেহার","rajameherup.comila.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"6","Yousufpur","ইউসুফপুর","yousufpurup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"7","Rasulpur","রসুলপুর","rasulpurup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"8","Fatehabad","ফতেহাবাদ","fatehabadup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"9","Elahabad","এলাহাবাদ","elahabadup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"10","Jafargonj","জাফরগঞ্জ","jafargonjup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"11","Dhampti","ধামতী","dhamptiup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"12","Mohanpur","মোহনপুর","mohanpurup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"13","Vani","ভানী","vaniup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"14","Barkamta","বরকামতা","barkamtaup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"15","Sultanpur","সুলতানপুর","sultanpurup.comilla.gov.bd","1","Debidwar","দেবিদ্বার","debidwar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"16","Aganagar","আগানগর","aganagarup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"17","Bhabanipur","ভবানীপুর","bhabanipurup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"18","North Khoshbas","উত্তর খোশবাস","khoshbasnorthup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"19","South Khoshbas","দক্ষিন খোশবাস","khoshbassouthup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"20","Jhalam","ঝলম","jhalamup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"21","Chitodda","চিতড্ডা","chitoddaup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"22","North Shilmuri","উত্তর শিলমুড়ি","shilmurinorthup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"23","South Shilmuri","দক্ষিন শিলমুড়ি","shilmurisouthup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"24","Galimpur","গালিমপুর","galimpurup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"25","Shakpur","শাকপুর","shakpurup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"26","Bhaukshar","ভাউকসার","bhauksharup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"27","Adda","আড্ডা","addaup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"28","Adra","আদ্রা","adraup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"29","Payalgacha","পয়ালগাছা","payalgachaup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"30","Laxmipur","লক্ষীপুর","laxmipurup.comilla.gov.bd","2","Barura","বরুড়া","barura.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"31","Shidli","শিদলাই","shidliup.comilla.gov.bd","3","Brahmanpara","ব্রাহ্মণপাড়া","brahmanpara.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"32","Chandla","চান্দলা","chandlaup.comilla.gov.bd","3","Brahmanpara","ব্রাহ্মণপাড়া","brahmanpara.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"33","Shashidal","শশীদল","shashidalup.comilla.gov.bd","3","Brahmanpara","ব্রাহ্মণপাড়া","brahmanpara.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"34","Dulalpur","দুলালপুর","dulalpurup2.comilla.gov.bd","3","Brahmanpara","ব্রাহ্মণপাড়া","brahmanpara.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"35","Brahmanpara Sadar","ব্রাহ্মনপাড়া সদর","brahmanparasadarup.comilla.gov.bd","3","Brahmanpara","ব্রাহ্মণপাড়া","brahmanpara.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"36","Shahebabad","সাহেবাবাদ","shahebabadup.comilla.gov.bd","3","Brahmanpara","ব্রাহ্মণপাড়া","brahmanpara.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"37","Malapara","মালাপাড়া","malaparaup.comilla.gov.bd","3","Brahmanpara","ব্রাহ্মণপাড়া","brahmanpara.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"38","Madhabpur","মাধবপুর","madhabpurup.comilla.gov.bd","3","Brahmanpara","ব্রাহ্মণপাড়া","brahmanpara.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"39","Shuhilpur","সুহিলপুর","shuhilpurup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"40","Bataghashi","বাতাঘাসি","bataghashiup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"41","Joag","জোয়াগ","joagup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"42","Borcarai","বরকরই","borcaraiup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"43","Madhaiya","মাধাইয়া","madhaiyaup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"44","Dollai Nowabpur","দোল্লাই নবাবপুর","dollainowabpurup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"45","Mohichial","মহিচাইল","mohichialup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"46","Gollai","গল্লাই","gollaiup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"47","Keronkhal","কেরণখাল","keronkhalup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"48","Maijkhar","মাইজখার","maijkharup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"49","Etberpur","এতবারপুর","etberpurup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"50","Barera","বাড়েরা","bareraup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"51","Borcoit","বরকইট","borcoitup.comilla.gov.bd","4","Chandina","চান্দিনা","chandina.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"52","Sreepur","শ্রীপুর","sreepurup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"53","Kashinagar","কাশিনগর","kashinagarup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"54","Kalikapur","কালিকাপুর","kalikapurup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"55","Shuvapur","শুভপুর","shuvapurup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"56","Ghulpasha","ঘোলপাশা","ghulpashaup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"57","Moonshirhat","মুন্সীরহাট","moonshirhatup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"58","Batisha","বাতিসা","batishaup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"59","Kankapait","কনকাপৈত","kankapaitup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"60","Cheora","চিওড়া","cheoraup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"61","Jagannatdighi","জগন্নাথদিঘী","jagannatdighiup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"62","Goonabati","গুনবতী","goonabatiup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"63","Alkara","আলকরা","alkaraup.comilla.gov.bd","5","Chauddagram","চৌদ্দগ্রাম","chauddagram.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"64","Doulotpur","দৌলতপুর","doulotpurup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"65","Daudkandi","দাউদকান্দি","daudkandinorthup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"66","North Eliotgonj","উত্তর ইলিয়টগঞ্জ","eliotgonjnorthup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"67","South Eliotgonj","দক্ষিন ইলিয়টগঞ্জ","eliotgonjsouthup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"68","Zinglatoli","জিংলাতলী","zinglatoliup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"69","Sundolpur","সুন্দলপুর","sundolpurup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"70","Gouripur","গৌরীপুর","gouripurup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"71","East Mohammadpur","পুর্ব মোহাম্মদপুর","mohammadpureastup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"72","West Mohammadpur","পশ্চিম মোহাম্মদপুর","mohammadpurwestup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"73","Goalmari","গোয়ালমারী","goalmariup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"74","Maruka","মারুকা","marukaup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"75","Betessor","বিটেশ্বর","betessorup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"76","Podua","পদুয়া","poduaup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"77","West Passgacia","পশ্চিম পাচঁগাছিয়া","passgaciawestup.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"78","Baropara","বারপাড়া","baroparaup2.comilla.gov.bd","6","Daudkandi","দাউদকান্দি","daudkandi.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"79","Mathabanga","মাথাভাঙ্গা","mathabangaup.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"80","Gagutiea","ঘাগুটিয়া","gagutieaup.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"81","Asadpur","আছাদপুর","asadpurup.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"82","Chanderchor","চান্দেরচর","chanderchorup.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"83","Vashania","ভাষানিয়া","vashaniaup.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"84","Nilokhi","নিলখী","nilokhiup.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"85","Garmora","ঘারমোড়া","garmoraup.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"86","Joypur","জয়পুর","joypurup.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"87","Dulalpur","দুলালপুর","dulalpurup1.comilla.gov.bd","7","Homna","হোমনা","homna.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"88","Bakoi","বাকই","bakoiup.comilla.gov.bd","8","Laksam","লাকসাম","laksam.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"89","Mudafargonj","মুদাফফর গঞ্জ","mudafargonjup.comilla.gov.bd","8","Laksam","লাকসাম","laksam.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"90","Kandirpar","কান্দিরপাড়","kandirparup.comilla.gov.bd","8","Laksam","লাকসাম","laksam.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"91","Gobindapur","গোবিন্দপুর","gobindapurup.comilla.gov.bd","8","Laksam","লাকসাম","laksam.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"92","Uttarda","উত্তরদা","uttardaup.comilla.gov.bd","8","Laksam","লাকসাম","laksam.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"93","Laksam Purba","লাকসাম পুর্ব","laksampurbaup.comilla.gov.bd","8","Laksam","লাকসাম","laksam.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"94","Azgora","আজগরা","azgoraup.comilla.gov.bd","8","Laksam","লাকসাম","laksam.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"95","Sreekil","শ্রীকাইল","sreekilup.comilla.gov.bd","9","Muradnagar","মুরাদনগর","muradnagar.comilla.gov.bd","1","Cumilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd","1","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
